title,author,binding,isbn,publisher,publication_date,categories,url,length,width,height,sales_price,stock_quantity
"GLORY FALLS (MADISON RIVER ROMANCE, BK. 3)","Rosche, Janine",Pocket Books,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780593100547B/glory-falls-madison-river-romance-bk-3,6.71,4.09,1.04,1.0,60
GLORY IN DEATH,"Robb, J. D.",Paperback,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Mystery & Detective', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9780593545645B/glory-in-death,8.29,5.54,1.01,1.0,629
GOOD FORTUNE,"Chau, C.K.",Hardcover,9780060000000.0,Harper Collins,,"['Fiction', 'Cultural Heritage', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780063293762B/good-fortune,9.23,6.3,1.43,2.0,49
"THE GOOD GIRL'S GUIDE TO RAKES (LAST CHANCE SCOUNDRELS, BK. 1)","Leigh, Eva",Paperback,9780060000000.0,Avon Books,,"['Fiction', 'Romance', 'Fiction', 'Historical', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9780063086272B/the-good-girls-guide-to-rakes-last-chance-sco,6.98,4.72,1.11,1.5,69
THE GOOD LUCK CAFE,"Rains, Annie",Paperback,9781540000000.0,Forever,,"['Fiction', 'Romance', 'Fiction', 'Sagas', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781538710081B/the-good-luck-cafe,7.95,5.21,1.07,1.38,2
"GOOD MORNING, LOVE","Coleman, Ashley M.",Paperback,9781980000000.0,Simon & Schuster,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781982168629B/good-morning-love,8.35,5.47,0.83,2.25,1000
"THE GOVERNESS AND THE DUKE (RENEGADE DUKES, BK. 2)","Drake, Lydia",Pocket Books,9781650000000.0,"Entangled Publishing, LLC",,"['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781649374981B/the-governess-and-the-duke-renegade-dukes-bk,6.73,3.94,1.18,2.25,334
GRACE UNDER FIRE,"Garwood, Julie",Paperback,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593638187B/grace-under-fire,7.94,5.15,1.04,3.0,8
GRACE UNDER FIRE,"Garwood, Julie",Hardcover,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9780593546291B/grace-under-fire,8.87,5.84,1.49,2.81,1000
GRACEFUL HEARTS (2 IN 1: REFLECTIONS/DANCE OF DREAMS),"Roberts, Nora",Paperback,9781250000000.0,St. Martin's Publishing,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781250796509B/graceful-hearts-2-in-1-reflectionsdance-of-dr,6.94,4.72,1.17,1.0,878
A GRAIN OF WHEAT,"Jacobson, Joseph Robert",Paperback,9781400000000.0,Elm Hill Books,,"['Fiction', 'Religious', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781400330416B/a-grain-of-wheat,9.02,5.99,0.98,4.0,3
THE GREAT FIRE,"Hazzard, Shirley",Paperback,9780310000000.0,Picador,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780312423582B/the-great-fire,8.27,5.23,1.17,3.5,9
"THE GREAT GATZ (THE GATZ CHRONICLES, BK. 2)","Baratz-Logsted, Lauren",Paperback,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Animals', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9780593199602B/the-great-gatz-the-gatz-chronicles-bk-2,8.21,5.55,0.84,1.5,5
"GRIM SHADOWS (A ROARING TWENTIES NOVEL, BK. 2)","Bennett, Jenn",Pocket Books,9780430000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Action & Adventure', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780425269589B/grim-shadows-a-roaring-twenties-novel-bk-2,6.8,4.21,1.03,2.0,1
GUILD BOSS (HARMONY SERIES),"Castle, Jayne",Hardcover,9780590000000.0,Berkley Hardcover,,"['Fiction', 'Romance', 'Fiction', 'Science Fiction']",https://www.bookdepot.com/Store/Details/9780593336991B/guild-boss-harmony-series,9.35,6.24,1.14,3.37,25
"GUILD BOSS (HARMONY, BK. 15)","Castle, Jayne",Pocket Books,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780593337004B/guild-boss-harmony-bk-15,6.69,4.17,1.31,1.13,56
"THE GUNSLINGER'S GUIDE TO AVOIDING MATRIMONY (GUNSLINGER, BK. 2)","McLean, Michelle",Pocket Books,9781650000000.0,"Entangled Publishing, LLC",,"['Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781649372123B/the-gunslingers-guide-to-avoiding-matrimony-g,6.73,4.15,1.09,1.13,27
GUY'S GIRL,"Noyes, Emma",Paperback,9780590000000.0,Berkley Trade,,"['Fiction', 'Coming of Age', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780593639009B/guys-girl,7.94,5.23,0.94,2.25,18
THE HACIENDA,"Canas, Isabel",Hardcover,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Horror', 'Fiction', 'Thrillers']",https://www.bookdepot.com/Store/Details/9780593436691B/the-hacienda,9.34,6.26,1.32,3.5,369
HANA KHAN CARRIES ON,"Jalaluddin, Uzma",Paperback,9781440000000.0,HarperPerennial,,"['Fiction', 'Humorous', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781443461481B/hana-khan-carries-on,7.98,5.24,1.05,1.38,5
HANA KHAN CARRIES ON,"Jalaluddin, Uzma",Paperback,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Contemporary', 'Fiction', 'Romance', 'Fiction', 'Cultural Heritage']",https://www.bookdepot.com/Store/Details/9780593336366B/hana-khan-carries-on,8.22,5.55,1.05,2.0,368
"THE HAPLESS MILLINER (MISS AUSTEN INVESTIGATES, BK. 1)","Bull, Jessica",Paperback,9781450000000.0,Union Square & Co,,"['Fiction', 'Mystery & Detective', 'Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781454951803B/the-hapless-milliner-miss-austen-investigates,8.28,5.53,0.95,3.25,37
"HAPPILY EVER ALASKA (SWEET HOME, ALASKA, BK. 3)","Griffin, Patience",Pocket Books,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593101513B/happily-ever-alaska-sweet-home-alaska-bk-3,6.71,4.12,1.13,1.88,54
HAPPILY EVER AMISH,"Gray, Shelley Shepard",Hardcover,9781500000000.0,Kensington Publishing Corporation,,"['Fiction', 'Romance', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9781496739827B/happily-ever-amish,8.5,5.73,1.07,3.5,20
"HARMONY OF FIRE (ALICE & OWEN, BK. 1)","Feehan, Brian",Pocket Books,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Fantasy']",https://www.bookdepot.com/Store/Details/9780593440537B/harmony-of-fire-alice-owen-bk-1,6.71,4.09,1.45,1.75,20
"HARMONY OF LIES (ALICE & OWEN, BK. 2)","Feehan, Brian",Pocket Books,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Fantasy']",https://www.bookdepot.com/Store/Details/9780593440551B/harmony-of-lies-alice-owen-bk-2,6.77,4.14,0.91,1.13,27
"A HARVEST OF LOVE (THE PROMISE GLEN SERIES, BK. 3)","Perry, Marta",Pocket Books,9781980000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9781984803238B/a-harvest-of-love-the-promise-glen-series-bk,6.75,4.17,0.88,1.37,95
HAZEL FINE SINGS ALONG,"Wicks, Katie",Paperback,9781990000000.0,Wattpad Books,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781990778582B/hazel-fine-sings-along,8.23,5.27,1.11,1.63,1
HEARD IT IN A LOVE SONG,"Graves, Tracey Garvis",Hardcover,9781250000000.0,St. Martin's Press,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781250235688B/heard-it-in-a-love-song,9.55,6.39,1.11,2.75,619
A HEART ADRIFT,"Frantz, Laura",Paperback,9780800000000.0,Revell,,"['Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780800734978B/a-heart-adrift,8.45,5.48,1.18,2.75,16
HEART JOURNEY,"Owens, Robin D.",Paperback,9780430000000.0,Berkley Trade,,"['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780425234549B/heart-journey,8.33,5.27,1.15,3.75,1
THE HEART PRINCIPLE,"Hoang, Helen",Hardcover,9780590000000.0,Berkley Hardcover,,"['Fiction', 'Romance', 'Fiction', 'Family Life']",https://www.bookdepot.com/Store/Details/9780593197837B/the-heart-principle,8.51,5.71,1.32,1.75,10
HEART AND SEOUL,"Frederick, Jen",Paperback,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593100141B/heart-and-seoul,8.38,5.48,1.09,2.75,60
THE HEART OF SPLENDID LAKE,"Clipston, Amy",Paperback,9780840000000.0,Thomas Nelson,,"['Fiction', 'Romance', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780840706959B/the-heart-of-splendid-lake,6.99,4.77,1.15,1.5,103
"THE HEART'S CHOICE (THE JEWELS OF KALISPELL, BK. 1)","Peterson, Tracie",Hardcover,9780760000000.0,Bethany House,,"['Fiction', 'Historical', 'Fiction', 'Romance', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780764238987B/the-hearts-choice-the-jewels-of-kalispell-bk,8.75,5.75,1.27,3.0,5
"THE HEART'S CHOICE (THE JEWELS OF KALISPELL, BK. 1)","Peterson, Tracie",Paperback,9780760000000.0,Bethany House,,"['Fiction', 'Romance', 'Fiction', 'Historical', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780764238970B/the-hearts-choice-the-jewels-of-kalispell-bk,8.51,5.58,1.0,3.0,25
HEARTBREAK FOR HIRE,"Hartl, Sonia",Paperback,9781980000000.0,Gallery Books,,"['Fiction', 'Romance', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9781982167783B/heartbreak-for-hire,8.24,5.33,0.82,3.0,2
"HEARTBREAKER (HELL'S BELLES, BK. 2)","MacLean, Sarah",Pocket Books,9780060000000.0,Avon Books,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780063056787B/heartbreaker-hells-belles-bk-2,6.56,4.09,1.2,1.5,52
THE HEARTS WE MEND (A BANISTER FALLS NOVEL),"Springer, Kathryn",Paperback,9780310000000.0,Zondervan,,"['Fiction', 'Romance', 'Fiction', 'Religious', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780310339724B/the-hearts-we-mend-a-banister-falls-novel,8.4,5.43,0.9,2.0,1
HEARTS AND BONES: LOVE SONGS FOR LATE YOUTH,"Mulvey, Niamh",Hardcover,9781530000000.0,Picador,,"['Fiction', 'Romance', 'Fiction', 'Family Life', 'Fiction', 'Short Stories']",https://www.bookdepot.com/Store/Details/9781529079913B/hearts-and-bones-love-songs-for-late-youth,8.82,5.57,0.81,2.5,21
"HEARTS OF STEEL (THE BLACKSTONE LEGACY, BK. 3)","Camden, Elizabeth",Paperback,9780760000000.0,Bethany House,,"['Fiction', 'Historical', 'Fiction', 'Romance', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780764238451B/hearts-of-steel-the-blackstone-legacy-bk-3,8.49,5.51,1.06,3.0,10
HEDGING YOUR BETS,"Denker, Jayne",Paperback,9781250000000.0,St. Martin's Griffin,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781250821508B/hedging-your-bets,8.22,5.3,0.98,3.0,1000
"THE HEIR AFFAIR (THE ROYAL WE, BK. 2)","Cocks, Heather",Paperback,9781540000000.0,Grand Central Publishing,,"['Fiction', 'Romance', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9781538715932B/the-heir-affair-the-royal-we-bk-2,8.01,5.31,1.43,1.5,610
"THE HEIR AFFAIR (THE ROYAL WE, BK. 2)","Cocks, Heather",Hardcover,9781540000000.0,Grand Central Publishing,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781538715918B/the-heir-affair-the-royal-we-bk-2,9.3,6.29,1.59,1.37,38
"THE HEIRESS GETS A DUKE (THE GILDED AGE HEIRESSES, BK. 1)","St. George, Harper",Pocket Books,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780593197202B/the-heiress-gets-a-duke-the-gilded-age-heires,6.75,4.18,0.97,2.0,18
"THE HEIRESS'S DAUGHTER (BRIDES OF BELLAIRE GARDENS, BK. 3)","Gracie, Anne",Pocket Books,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780593549681B/the-heiresss-daughter-brides-of-bellaire-gard,6.68,4.07,1.01,2.5,19
THE HEIRLOOM,"Lewis, Beverly",Hardcover,9780760000000.0,Bethany House,,"['Fiction', 'Romance', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780764237577B/the-heirloom,8.75,5.73,1.31,4.0,23
"HELL ON WHEELS (BLACK KNIGHTS INC., BK. 1)","Walker, Julie Ann",Pocket Books,9781730000000.0,Sourcebooks,,"['Fiction', 'Romance', 'Fiction', 'Suspense']",https://www.bookdepot.com/Store/Details/9781728205335B/hell-on-wheels-black-knights-inc-bk-1,7.0,4.25,1.25,2.0,1
"A HELLION IN HER BED (THE HELLIONS OF HALSTEAD HALL, BK. 2)","Jeffries, Sabrina",Paperback,9781980000000.0,Pocket Books,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781982199920B/a-hellion-in-her-bed-the-hellions-of-halstead,6.95,4.71,1.13,1.0,63
HELLO STRANGER,"Center, Katherine",Compact Disc,9781250000000.0,Macmillan Audio,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781250893246B/hello-stranger,6.0,5.25,1.25,6.75,3
HELLO STRANGER,"Center, Katherine",Hardcover,9781250000000.0,St. Martin's Press,,"['Fiction', 'Romance', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9781250283788B/hello-stranger,9.58,6.45,1.25,3.75,1000
"HELLO, SUMMER","Andrews, Mary Kay",Paperback,9781250000000.0,St. Martin's Griffin,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781250256911B/hello-summer,8.2,5.35,1.46,3.0,19
HENCH,"Walschots, Natalie Zina",Paperback,9780060000000.0,William Morrow & Company,,"['Fiction', 'Action & Adventure', 'Fiction', 'Romance', 'Fiction', 'Superheroes']",https://www.bookdepot.com/Store/Details/9780062978585B/hench,7.97,5.31,1.2,3.5,250
"HER ADVENTURES IN TEMPTATION (SCHOOL FOR SCOUNDRELS, BK. 3)","Frampton, Megan",Pocket Books,9780060000000.0,Avon Books,,"['Fiction', 'Romance', 'Fiction', 'Historical', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9780063224292B/her-adventures-in-temptation-school-for-scoun,6.57,4.2,1.19,2.5,325
"HER DARLING MR. DAY (AMERICAN ROYALTY, BK. 2)","Hitchcock, Grace",Paperback,9780760000000.0,Bethany House,,"['Fiction', 'Religious', 'Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780764237980B/her-darling-mr-day-american-royalty-bk-2,8.47,5.51,1.08,2.75,6
"HER HEART'S DESIRE (A SEASON IN PINECRAFT, BK. 1)","Gray, Shelley Shepard",Paperback,9780800000000.0,Revell,,"['Fiction', 'Religious', 'Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780800741679B/her-hearts-desire-a-season-in-pinecraft-bk-1,8.49,5.53,0.98,2.87,37
HER LAST FLIGHT,"Williams, Beatriz",Paperback,9780060000000.0,William Morrow & Company,,"['Fiction', 'Mystery & Detective', 'Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780062834799B/her-last-flight,7.94,5.23,1.16,2.75,7
HER LAST FLIGHT (LARGE PRINT),"Williams, Beatriz",Paperback,9780060000000.0,HarperLuxe,,"['Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780062999887B/her-last-flight-large-print,8.99,5.91,1.49,2.5,6
"HER LESSONS IN PERSUASION (A SCHOOL FOR SCOUNDRELS, BK. 1)","Frampton, Megan",Pocket Books,9780060000000.0,Avon Books,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780063224186B/her-lessons-in-persuasion-a-school-for-scound,6.57,4.09,1.18,1.88,102
"HER UNEXPECTED MATCH (CRESCENT MATCHMAKER, BK. 1)","Baker, Lacey",Pocket Books,9781650000000.0,"Entangled Publishing, LLC",,"['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781649373502B/her-unexpected-match-crescent-matchmaker-bk-1,6.71,4.06,1.25,1.13,89
"HER WOLF FOR THE HOLIDAYS (HIGHLAND WOLF, BK. 7)","Spear, Terry",Pocket Books,9781730000000.0,Sourcebooks,,"['Fiction', 'Romance', 'Fiction', 'Fantasy', 'Fiction', 'Holidays']",https://www.bookdepot.com/Store/Details/9781728265025B/her-wolf-for-the-holidays-highland-wolf-bk-7,6.99,4.69,1.14,2.25,7
HERE WE ARE,"Swift, Graham",Hardcover,9780530000000.0,Knopf,,"['Fiction', 'Literary', 'Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780525658054B/here-we-are,7.77,5.48,0.95,2.25,24
"HIDDEN (LOST AND FOUND, BK. 1)","Michaels, Fern",Pocket Books,9781420000000.0,Zebra Books,,"['Fiction', 'Romance', 'Fiction', 'Thrillers']",https://www.bookdepot.com/Store/Details/9781420152326B/hidden-lost-and-found-bk-1,7.01,4.78,0.89,2.12,4
THE HIDDEN COTTAGE,"James, Erica",Paperback,9781410000000.0,Orion Publishing,,"['Fiction', ""Women's Fiction"", 'Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781409135418B/the-hidden-cottage,7.7,5.0,1.31,2.5,7
"HIDDEN COVE (SOLACE ISLAND SERIES, BK. 3)","Tilly, Meg",Paperback,9780440000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780440000563B/hidden-cove-solace-island-series-bk-3,8.33,5.45,1.03,1.5,24
"HIDDEN PERIL (CODE OF HONOR, BK. 2)","Hannon, Irene",Paperback,9780800000000.0,Revell,,"['Fiction', 'Romance', 'Fiction', 'Suspense', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780800727697B/hidden-peril-code-of-honor-bk-2,8.46,5.4,1.02,2.5,13
THE HIDDEN THREAD,"Trenow, Liz",Paperback,9781490000000.0,Sourcebooks,,"['Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781492637516B/the-hidden-thread,8.2,5.47,1.12,2.75,37
HIDDEN TREASURES,"Adams, Michelle",Hardcover,9780060000000.0,William Morrow & Company,,"['Fiction', 'Romance', 'Fiction', 'Family Life']",https://www.bookdepot.com/Store/Details/9780063019614B/hidden-treasures,9.32,6.1,1.2,1.62,40
HIDEAWAY,"Roberts, Nora",Paperback,9781250000000.0,St. Martin's Publishing,,"['Fiction', 'Romance', 'Fiction', 'Suspense']",https://www.bookdepot.com/Store/Details/9781250831705B/hideaway,7.04,4.73,1.15,1.75,718
HIGH NOON,"Roberts, Nora",Paperback,9780590000000.0,Berkley Publishing Group,,"['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593545713B/high-noon,7.9,5.16,1.21,2.0,1000
THE HIGH NOTES,"Steel, Danielle",Pocket Books,9781980000000.0,Dell,,"['Fiction', 'Contemporary', 'Fiction', 'Romance', 'Fiction', 'Family Life']",https://www.bookdepot.com/Store/Details/9781984821768B/the-high-notes,6.84,4.14,1.01,2.5,152
THE HIGH NOTES,"Steel, Danielle",Hardcover,9781980000000.0,Delacorte Press,,"['Fiction', 'Contemporary', 'Fiction', 'Romance', 'Fiction', 'Family Life']",https://www.bookdepot.com/Store/Details/9781984821744B/the-high-notes,9.52,6.38,1.06,3.75,235
HIGH STAKES,"Steel, Danielle",Hardcover,9781980000000.0,Delacorte Press,,"['Fiction', 'Contemporary', 'Fiction', 'Romance', 'Fiction', 'Family Life']",https://www.bookdepot.com/Store/Details/9781984821713B/high-stakes,9.6,6.43,1.24,3.75,1000
HIGH STAKES,"Steel, Danielle",Pocket Books,9781980000000.0,Dell,,"['Fiction', 'Family Life', 'Fiction', 'Romance', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9781984821737B/high-stakes,6.84,4.12,1.09,1.88,96
"THE HIGHLAND CHIEFTAIN (LORDS OF THE HIGHLAND, BK. 4)","Jarecki, Amy",Pocket Books,9781540000000.0,Forever,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781538729601B/the-highland-chieftain-lords-of-the-highland,6.71,4.13,1.1,1.0,34
"HIGHLAND GUARDIAN (DAUGHTERS OF THE GLEN, BK. 2)","Mayhue, Melissa",Pocket Books,9781420000000.0,Pocket Books,,"['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781416532873B/highland-guardian-daughters-of-the-glen-bk-2,6.82,4.26,0.94,1.0,1
"HIGHLAND SWORD (A ROYAL HIGHLANDER NOVEL, BK. 3)","McGoldrick, May",Pocket Books,9781250000000.0,St. Martin's Press,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781250314994B/highland-sword-a-royal-highlander-novel-bk-3,7.51,4.58,0.96,1.5,8
"HIGHLAND TREASURE (HIGHLAND BRIDES, BK. 9)","Sands, Lynsay",Pocket Books,9780060000000.0,Avon Books,,"['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780062855404B/highland-treasure-highland-brides-bk-9,6.56,4.12,1.03,2.25,4
"A HIGHLANDER IN A PICKUP (A HIGHLAND, GEORGIA NOVEL, BK. 2)","Trentham, Laura",Pocket Books,9781250000000.0,St. Martin's Publishing,,"['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9781250315038B/a-highlander-in-a-pickup-a-highland-georgia-n,6.77,4.12,0.85,1.5,30
"A HIGHLANDER IS COMING TO TOWN (A HIGHLAND, GEORGIA NOVEL, BK. 3)","Trentham, Laura",Pocket Books,9781250000000.0,St. Martin's Press,,"['Fiction', 'Romance', 'Fiction', 'Humorous', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781250315052B/a-highlander-is-coming-to-town-a-highland-geo,6.66,4.18,0.83,1.5,13
